user_id,nickname,gender,age,occupation,interests,region,device_type,register_time
user_79184059,沈玉梅,2,55,自由职业者,"['游戏', '电影', '其他', '科技', '阅读']",重庆,iOS,2017-10-07 05:43:49
user_52914606,张秀华,0,58,退休,"['电影', '旅行', '运动', '科技']",湖北,Android,2018-03-13 20:19:15
user_57863606,匡想,0,24,事业单位员工,"['美食', '运动']",河南,Windows,2016-01-19 11:44:57
user_27405269,黄莉,1,33,企业职员,"['阅读', '旅行', '音乐']",海南,Windows,2017-06-19 13:06:00
user_69149740,陈鹏,0,29,学生,"['游戏', '阅读', '美食', '运动']",河南,Android,2020-09-04 03:18:26
user_78127500,苏阳,1,29,企业职员,"['科技', '阅读', '运动', '音乐']",湖南,Android,2016-06-02 01:51:45
user_55464907,汤红,0,52,自由职业者,"['游戏', '美食', '运动', '健康']",浙江,Android,2020-04-28 12:40:11
user_79891556,徐彬,0,43,企业职员,"['电影', '运动', '音乐']",江苏,Windows,2019-02-02 18:06:51
user_68237167,蓝荣,1,23,企业职员,"['教育', '电影', '美食']",四川,Windows,2016-07-19 18:07:22
user_39725079,赵斌,0,36,事业单位员工,"['电影', '健康', '美食', '旅行', '阅读']",广东,Android,2018-09-19 12:26:38
user_58902502,张莉,0,20,学生,"['美食', '阅读', '运动', '音乐']",山东,iOS,2019-01-05 15:08:12
user_06470793,李丽娟,1,59,自由职业者,"['教育', '旅行', '运动', '音乐']",安徽,Android,2015-04-26 17:18:10
user_33692211,徐玉,1,46,学生,"['电影', '美食']",青海,Windows,2019-01-22 23:28:34
user_01293605,陈飞,0,38,学生,"['科技', '阅读', '运动']",山东,iOS,2018-05-02 06:51:47
user_64891085,韩燕,1,29,自由职业者,"['电影', '阅读', '音乐']",江苏,Windows,2015-12-27 09:18:36
user_40019855,刘宇,0,52,企业职员,"['电影', '健康', '教育', '其他', '音乐']",湖南,iOS,2018-12-13 12:31:09
user_35566240,赵桂香,1,24,学生,"['时尚', '旅行', '音乐']",河南,Android,2018-07-08 14:31:20
user_10421692,刘红,1,52,自由职业者,"['教育', '旅行', '运动', '其他', '科技', '摄影']",福建,Android,2015-05-26 10:35:36
user_06514817,蒋燕,0,56,个体经营者,"['教育', '旅行', '音乐']",广东,iOS,2016-01-01 13:12:44
user_13173630,李芳,1,55,企业职员,"['阅读', '旅行', '音乐']",广东,Windows,2016-12-24 07:27:41
user_59711293,尹斌,0,21,学生,"['美食', '运动', '音乐']",浙江,iOS,2020-08-04 22:08:30
user_44661011,邱玉兰,0,29,事业单位员工,"['时尚', '阅读', '音乐']",安徽,iOS,2017-12-13 04:04:33
user_09995209,马莉,1,36,学生,"['旅行', '运动', '音乐']",上海,iOS,2019-03-13 03:37:46
user_15425548,胡金凤,0,56,事业单位员工,"['电影', '美食', '音乐']",四川,Windows,2015-12-04 09:13:33
user_41009030,唐雪梅,1,24,学生,"['科技', '电影']",浙江,iOS,2016-10-31 02:33:56
user_65583801,王娜,2,56,企业职员,"['游戏', '旅行', '艺术', '阅读', '音乐']",广东,Android,2015-01-31 12:32:18
user_68552070,奉玲,1,44,学生,"['电影', '美食', '旅行', '运动', '阅读', '音乐']",江苏,iOS,2017-07-20 18:40:48
user_47066018,范雷,1,33,学生,"['教育', '摄影', '运动', '音乐']",四川,Android,2017-12-03 23:11:07
user_32526593,俞博,0,18,企业职员,"['科技', '美食', '摄影', '音乐']",安徽,Android,2018-03-02 00:21:51
user_38775574,曾小红,0,39,自由职业者,"['运动', '音乐']",上海,iOS,2016-05-10 03:57:36
user_50658627,杨颖,1,29,学生,"['教育', '音乐']",浙江,iOS,2015-01-19 17:51:58
user_81298562,钱玉英,1,38,学生,"['健康', '美食', '旅行', '科技', '阅读', '音乐']",广东,iOS,2019-01-24 12:04:56
user_78753074,陈莹,0,22,学生,"['电影', '美食', '旅行', '运动', '音乐']",四川,Android,2020-04-10 23:57:34
user_37229480,孙玉梅,1,18,个体经营者,"['教育', '电影', '阅读']",北京,Android,2015-12-03 12:54:47
user_40488666,李秀云,1,26,待业,"['健康', '运动', '其他', '摄影', '音乐']",黑龙江,Windows,2016-07-09 14:47:05
user_89647725,潘丽华,1,43,企业职员,"['其他', '电影', '运动']",江苏,Android,2020-07-20 22:53:47
user_20000974,张畅,0,38,企业职员,"['游戏', '音乐']",山东,Android,2016-10-01 11:49:13
user_84987663,廖文,0,34,企业职员,"['教育', '阅读', '摄影', '音乐']",广东,iOS,2020-07-21 16:03:43
user_89143793,梅丽丽,0,53,企业职员,"['教育', '美食', '科技', '音乐']",广东,iOS,2019-04-24 04:12:52
user_63315553,王秀英,0,33,学生,"['电影', '健康', '旅行', '其他', '音乐']",湖北,iOS,2019-06-19 03:02:29
user_93102422,罗桂荣,0,57,事业单位员工,"['电影', '阅读', '宠物', '运动']",山东,iOS,2015-11-14 19:15:41
user_27222113,计林,0,48,学生,"['电影', '音乐']",辽宁,Windows,2015-10-06 00:24:50
user_73164097,萧建军,1,46,学生,"['电影', '阅读', '宠物']",安徽,iOS,2019-08-30 16:22:49
user_35674384,林桂英,1,20,企业职员,"['音乐', '电影', '健康', '科技']",新疆,iOS,2017-07-18 11:59:53
user_54939309,谈丽,2,21,学生,"['健康', '美食', '艺术', '摄影', '音乐']",河南,iOS,2019-09-10 17:19:11
user_78975486,吴凤兰,0,21,自由职业者,"['美食', '健康', '音乐']",江苏,iOS,2016-03-31 10:03:01
user_07534502,陈丽娟,0,35,自由职业者,"['运动', '艺术', '其他', '阅读', '音乐']",浙江,iOS,2020-08-11 20:31:41
user_86788443,阎红,0,48,自由职业者,"['旅行', '电影', '美食', '阅读']",广东,Windows,2015-12-26 18:25:54
user_72000472,洪秀芳,2,51,企业职员,"['其他', '电影', '美食', '健康']",广东,Windows,2015-06-27 10:10:40
user_94045993,杨淑珍,1,29,自由职业者,"['电影', '运动', '音乐']",广东,iOS,2015-08-13 23:26:10
user_58508756,孔秀英,1,43,学生,"['教育', '旅行', '运动', '音乐']",广东,iOS,2016-06-12 08:06:04
user_78316555,刘秀梅,0,53,自由职业者,"['其他', '时尚', '阅读']",湖南,Android,2020-03-25 19:56:27
user_68465934,姜春梅,0,21,待业,"['电影', '摄影']",广东,Windows,2017-09-09 04:03:23
user_19405100,胡明,0,28,自由职业者,"['教育', '电影', '音乐']",浙江,Android,2016-12-04 08:05:41
user_88289400,孔丽丽,0,24,学生,"['电影', '教育', '美食', '运动', '音乐']",湖南,iOS,2015-06-26 17:26:48
user_14804394,王建,1,43,事业单位员工,"['电影', '健康', '美食', '旅行', '其他']",山东,Windows,2015-10-20 16:51:36
user_08060643,李燕,1,34,退休,"['其他', '科技', '运动', '音乐']",内蒙古,Android,2015-11-18 04:53:38
user_60595117,蔡玉英,0,52,企业职员,"['健康', '教育', '美食', '运动', '摄影', '音乐']",四川,Android,2015-03-18 04:36:37
user_19682952,尤桂芝,1,52,个体经营者,"['教育', '科技', '时尚']",北京,Android,2016-09-05 18:38:30
user_75801276,冯静,0,20,自由职业者,"['游戏', '电影', '健康', '时尚', '阅读', '音乐']",黑龙江,iOS,2016-06-04 09:17:53
user_93112793,姜淑兰,0,34,待业,"['其他', '科技', '运动', '音乐']",江苏,Android,2017-02-15 06:28:13
user_62936449,徐梅,1,46,自由职业者,"['科技', '阅读', '运动', '音乐']",广东,Windows,2019-01-15 05:12:56
user_31908720,杨华,1,54,企业职员,"['电影', '摄影', '健康']",福建,Windows,2016-03-04 21:01:15
user_77976300,黄峰,0,36,退休,"['游戏', '美食', '旅行', '时尚', '阅读', '音乐']",江苏,Android,2015-10-20 06:54:14
user_34870991,郑博,1,39,自由职业者,"['其他', '教育', '旅行']",山东,iOS,2017-11-04 00:14:16
user_48784306,李春梅,1,55,学生,"['教育', '旅行', '电影', '运动']",四川,iOS,2017-12-06 11:35:41
user_54816732,关建,1,28,企业职员,"['电影', '阅读']",江苏,Windows,2018-11-30 09:12:09
user_08771362,曾桂芳,0,18,事业单位员工,"['其他', '电影', '旅行', '摄影']",山东,Android,2018-10-26 22:36:52
user_47286888,倪丹丹,0,38,自由职业者,"['宠物', '教育', '旅行', '运动', '时尚']",江苏,iOS,2016-05-12 23:51:35
user_74747947,王红梅,1,28,个体经营者,"['电影', '时尚']",山东,Android,2016-10-26 09:29:54
user_81359543,蒋淑英,0,28,学生,"['电影', '运动', '音乐']",河北,Windows,2016-01-28 04:08:12
user_25343202,昝秀华,0,58,企业职员,"['游戏', '电影', '旅行', '运动']",四川,iOS,2016-04-17 05:36:48
user_40827998,吴兰英,0,33,企业职员,"['电影', '旅行', '运动', '其他', '阅读', '音乐']",浙江,iOS,2019-09-29 06:01:43
user_10102536,晋英,0,38,自由职业者,"['阅读', '运动', '音乐']",广东,Android,2016-09-23 19:33:21
user_12231742,陈辉,0,35,学生,"['电影', '健康', '运动', '艺术', '阅读']",湖南,iOS,2015-01-12 18:32:10
user_82397520,石娜,0,32,学生,"['游戏', '美食', '旅行', '音乐']",福建,iOS,2018-08-02 14:24:07
user_54153382,曾娟,0,35,企业职员,"['电影', '旅行']",江苏,Windows,2018-08-03 03:32:46
user_75148091,鲁刚,1,30,企业职员,"['游戏', '教育', '其他', '旅行']",浙江,Android,2016-01-21 17:31:58
